"stable_id","display_name","source_declared_function","selection_and_effect_evidence","portfolio_commitment","family_alternative_candidates","activation_and_conflict_receipt","pressure_and_recovery","status"
"trait:245","청소 강박","개체 차이의 내용은 '오염을 발견하면 현재 작업보다 청소를 먼저 끝내려 한다'이다. 효과 2개, 정체성 규칙 4개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 hygiene; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486459},{""rid"":7737211921986486460},{""rid"":7737211921986486461},{""rid"":7737211921986486462}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:107","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:247","거친 손","개체 차이의 내용은 '현장 경험은 많지만 섬세한 의료 처치에는 약하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:248","현장 시공 감각","개체 차이의 내용은 '현장 구조는 빨리 읽지만 이론 학습은 더디다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:249","세공 감각","개체 차이의 내용은 '세공에는 능하지만 몸싸움 경험은 부족하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:250","손맛","개체 차이의 내용은 '조리 감각이 좋지만 이론 공부는 덜 익숙하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:251","숫자만 믿음","개체 차이의 내용은 '학술적 판단은 빠르지만 사람의 사정에는 둔하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:252","신중한 손","개체 차이의 내용은 '의료 손놀림은 안정적이지만 거친 시공에는 약하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:253","붙임성","개체 차이의 내용은 '사람과 쉽게 어울리지만 학술적 집중은 약하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:254","완력 의존","개체 차이의 내용은 '근접 싸움에는 익숙하지만 정밀 제작은 서툴다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:255 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:255","거리 감각","개체 차이의 내용은 '원거리 조준은 좋지만 밀착전 경험은 부족하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:256 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:256","채집 눈썰미","개체 차이의 내용은 '현장 자원은 잘 찾지만 대인 업무는 불편해한다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:257 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:257","공구 친화","개체 차이의 내용은 '공구와 구조는 잘 다루지만 의료 도구에는 낯설다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:258 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:258","눈앞 집중","개체 차이의 내용은 '손앞 제작에는 강하지만 먼 표적을 놓치기 쉽다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:259","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:259","수다쟁이","개체 차이의 내용은 '사교에는 익숙하지만 혼자 하는 현장 일은 덜 익숙하다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude-tradeoff; 희귀도 Common (일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","명시된 강점을 쓰는 대신 같은 행의 약점이 드러나는 작업·환경·사건에 완화 인력·시설·장비·일정을 배정한다. 약점을 무시한 만능 인력으로 쓰지 않는다.","trait:247 | trait:248 | trait:249 | trait:250 | trait:251 | trait:252 | trait:253 | trait:254 | trait:255 | trait:256 | trait:257 | trait:258","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","약점에 닿는 환경·작업·사건을 방치하면 강점의 이득보다 운영 비용이 커진다. 작업 전환·동료 조합·환경 조절·장비·치료로 회복한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"

