domain_group,domain_group_name,type,kind,definition_path,definition_line,coverage_reason,integration_status,integration_reason,producer_count,producer_sites,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,participant_member_candidates,metric_member_candidates,ui_paths,query_paths,narrative_paths,subscriber_count
4,관계·욕구·기분·생애·가족,CharacterProficiencyAwardCommitReceipt,struct,Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs,13,"CharacterProficiencyAwardCommitReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs:235:CharacterNarrativeRuntime.CharacterNarrativeRuntime | Assets/Scripts/Services/Run/ObservedCareerLifeEventReceipts.cs:208:ObservedQuietPromotionLifeEventReceipt.ObservedQuietPromotionLifeEventReceipt,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId,,,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs | Assets/Scripts/Services/Run/V20ContentResolutionService.cs,Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs,1
4,관계·욕구·기분·생애·가족,CharacterTabooIncidentEvent,struct,Assets/Scripts/Models/Survival/Core/CharacterTabooIncidentEvent.cs,2,"CharacterTabooIncidentEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Wildlife/WildlifeCarcassService.cs:527:WildlifeCarcassService.PhysicalItemTransformOutput,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,source | witnessLabel | witnessMood,,,Assets/Scripts/Services/Survival/CharacterDeprivationRuntime.cs,,1
4,관계·욕구·기분·생애·가족,CharacterWaterConsumedEvent,struct,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs,709,"CharacterWaterConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs:436:CharacterBreakdownActionRunner.CharacterBreakdownActionRunner | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs:648:CharacterSafeReliefRunner.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,characterId | sourceId,amount | quality,,Assets/Scripts/Models/Survival/Core/SurvivalPrimitives.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Survival/CharacterBreakdownActionRunner.cs | Assets/Scripts/Services/Survival/CharacterSafeReliefRunner.cs,,1
7,환경·농업·야생동물·질병·재난,CropPlanExecutionReceipt,class,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs,4,"CropPlanExecutionReceipt is a result-bearing class carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs:186:CropPlanExecutionReceiptAuthority.ProjectTerminal | Assets/Scripts/Services/Economy/CropPlotRuntime.cs:510:CropPlotRuntime.CropCycleExecutionReceiptSaveData,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,source,,,Assets/Scripts/Services/Economy/CropPlanExecutionReceipt.cs | Assets/Scripts/Services/Economy/CropPlotRuntime.cs | Assets/Scripts/Services/Economy/ProductionOutputClearanceNaturalMeasurementHandler.cs,,0
2,전투·침입·의료·생포·사망,DefenseFacilityStateChangedEvent,struct,Assets/Scripts/Models/Defense/Core/DefenseDomain.cs,384,"DefenseFacilityStateChangedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs:921:DefenseFacilityRuntime.DomainFailure,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,facilityPersistentId,state,,Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs,,0
2,전투·침입·의료·생포·사망,DefenseFacilityTriggeredEvent,struct,Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs,189,"DefenseFacilityTriggeredEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs:345:DefenseFacility.DefenseFacilityTriggeredEvent,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,,,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireProducerAdapters.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs,4
2,전투·침입·의료·생포·사망,DefenseFrontCollapsedEvent,struct,Assets/Scripts/Services/Invasion/InvasionIntruderEvents.cs,55,"DefenseFrontCollapsedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Invasion/DefenseEngagementCombatRuntime.cs:202:DefenseEngagementCombatRuntime.DefenseEngagementCombatRuntime,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,,,,,1
1,작업·생산·품질·연구·건설·수리,EmergencyWorkSuspensionReceipt,struct,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,78,"EmergencyWorkSuspensionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs:3418:WorkTaskExecutor.CharacterId,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,targetBuildingId,inlineCompletedWork | inlineRequiredWork | progressExternallyPersisted | workTypeId,,Assets/Scripts/Services/Character/Ability/AbilityWork.cs | Assets/Scripts/Services/Character/AI/CharacterAlarmResponseRuntime.cs | Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireFuelLossReceipt,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,340,"EnvironmentalFireFuelLossReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:780:DamageCommit.CreateFuelLossReceipt | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1470:in.IgnitionRecord,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,target,inputMassGrams | quantity,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,,0
7,환경·농업·야생동물·질병·재난,EnvironmentalFireWaterReceipt,struct,Assets/Scripts/Models/Environment/Core/EnvironmentalFireDomain.cs,473,"EnvironmentalFireWaterReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:580:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs:609:DamageCommit.CharacterId | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs:1608:SuppressionOperation.Vector2Int,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,quantity,,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireRuntime.cs,,0
6,장비·특성·기술·시설 진화,EquipmentStoredEvent,struct,Assets/Scripts/Models/Items/Core/ItemPrimitives.cs,63,"EquipmentStoredEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/ItemTransferService.cs:3389:in.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,equipmentId,quantity,,Assets/Scripts/Services/Items/ItemTransferService.cs,,0
3,원정·외부 활동·세력·사건·축제,ExpeditionOutcomeEvent,struct,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs,524,"ExpeditionOutcomeEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Offense/OffenseExpeditionResultFinalizer.cs:168:OffenseExpeditionResultFinalizer.OffenseExpeditionResultFinalizer,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,expeditionId,day | outcomeId,,Assets/Scripts/Services/Character/Core/CharacterAcquiredTraitSpecialReaction.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs | Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs | Assets/Scripts/Services/Offense/OffenseExpeditionResultFinalizer.cs,Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs,2
3,원정·외부 활동·세력·사건·축제,ExteriorVisitorReceptionAppliedEvent,struct,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,154,"ExteriorVisitorReceptionAppliedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs:508:ExteriorIncidentHandlerBase.ExteriorIncidentHandlerBase,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,ExteriorActivitySaveSection | FactionSaveSection | OffenseAggregateSaveSection | RunFlowSaveSection | RunVariableSaveSection | SeasonalWorldEventsSaveSection,visitorId,,,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferMassAdmissionReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,251,"FacilityBufferMassAdmissionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs:1797:PlannedOutputTokenState.<unknown>,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,,,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/ItemTransferService.cs | Assets/Scripts/Services/Items/WorldItemWarehouseService.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferPlannedOutputPublicationReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,565,"FacilityBufferPlannedOutputPublicationReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",5,Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs:366:ProductionDomainOutputPublicationService.ProductionDomainOutputPublicationService | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:1725:ApparelPhysicalTransaction.PhysicalMassGrams | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs:1634:in.CreateReceipt | Assets/Scripts/Services/Medical/SurgicalPartPreparedOutputDebugScenarios.cs:509:PublicationFake.PublicationFake | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs:1899:SurgicalPartRuntime.PhysicalMassGrams,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,ownerDomain | ownerFacilityId | ownerOperationId,outcomeFingerprint,,Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs | Assets/Scripts/Services/Economy/ProductionPreparedOutputExecutionAdapter.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputHandler.cs | Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs | Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs | Assets/Scripts/Services/Medical/SurgicalPartProductionOutputHandler.cs | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferPlannedOutputReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,612,"FacilityBufferPlannedOutputReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs:2098:PlannedOutputTokenState.<unknown> | Assets/Scripts/Services/Medical/SurgicalPartPreparedOutputDebugScenarios.cs:433:AdmissionFake.PhysicalMassGrams,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,,,Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs | Assets/Scripts/Services/Economy/ProductionPreparedOutputExecutionAdapter.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputHandler.cs | Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs | Assets/Scripts/Services/Medical/SurgicalPartProductionOutputHandler.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityBufferPublishedOutputStackReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,533,"FacilityBufferPublishedOutputStackReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",6,Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs:378:ProductionDomainOutputPublicationService.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:1717:ApparelPhysicalTransaction.FacilityBufferPlannedOutputSlice | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs:1651:in.FacilityBufferPublishedUniqueOutputSnapshot | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs:146:PhysicalItemExactSourcePublicationTransaction.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Medical/SurgicalPartPreparedOutputDebugScenarios.cs:522:PublicationFake.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs:1891:SurgicalPartRuntime.FacilityBufferPlannedOutputSlice,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,itemDefinitionId | itemInstanceId,mass | quantity,,Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs | Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs | Assets/Scripts/Services/Factions/FactionRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputHandler.cs | Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs,,0
5,거래·재고·재정·서비스·손님,FacilityCrimeEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,426,"FacilityCrimeEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Buildings/Shop.cs:549:concern.<unknown>,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,actor | facility,lossValue,,Assets/Scripts/Services/Buildings/Shop.cs | Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs | Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs,3
6,장비·특성·기술·시설 진화,FacilityEvolutionCompletedEvent,struct,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,413,"FacilityEvolutionCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs:1662:FacilityEvolutionRuntime.<unknown> | Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs:302:FacilityEvolutionPanel.<unknown>,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,,Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,,1
6,장비·특성·기술·시설 진화,FacilityEvolutionMaterialCommitReceipt,struct,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs,23,"FacilityEvolutionMaterialCommitReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs:492:MemoryFacilityEvolutionResourceProvider.Dictionary | Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs:160:RegistryFacilityEvolutionWarehouseInventoryQuery.FromPhysical,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,sourceStackIds,inputMassGrams | quantity,,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionPendingMaterialProjection.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs | Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs,,0
1,작업·생산·품질·연구·건설·수리,FacilityOutputExactRouteReceipt,class,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs,236,"FacilityOutputExactRouteReceipt is a result-bearing class carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs:701:PreparedOutputHaulPlannerGateDebugScenarios.WarehouseMassAdmissionStatusSnapshot | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:555:DeliveryPhysicalOriginal.FacilityOutputExactRouteService | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:3771:in.<unknown>,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,sourceDestinationId | targetDestinationId | targetPosition,totalMassGrams | totalQuantity,,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs | Assets/Scripts/Services/Economy/ProductionOutputDestinationDurableSaveProjector.cs | Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs | Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs,,0
4,관계·욕구·기분·생애·가족,FacilityRestockEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,456,"FacilityRestockEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Buildings/Shop.cs:569:concern.<unknown>,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,facility,requestedAmount | restockedAmount,,Assets/Scripts/Services/Buildings/Shop.cs | Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs,2
