content_type,code_system,architecture_system_ids,consumer_evidence_count,type_scope_count,exact_stable_id_count,exact_stable_ids,code_roles,source_paths,consumer_csv
CharacterSpeciesSO,services:effects,,1,1,0,,persistence,Assets/Scripts/Services/Effects/Runtime/CharacterDerivedStatsSnapshot.cs,docs_final/content-db/code-consumers/characters-traits/character-species.csv
CharacterSpeciesSO,services:infrastructure,,1,1,0,,content-loading,Assets/Scripts/Services/Infrastructure/CodexReferenceCatalogServices.cs,docs_final/content-db/code-consumers/characters-traits/character-species.csv
CharacterSpeciesSO,services:medical,architecture-system:09,1,1,0,,runtime,Assets/Scripts/Services/Medical/SurgeryRuntime.cs,docs_final/content-db/code-consumers/characters-traits/character-species.csv
CharacterStartingHistorySO,models:characters,,1,1,0,,runtime,Assets/Scripts/Models/Characters/CharacterStartingProfileDomain.cs,docs_final/content-db/code-consumers/characters-traits/character-starting-history.csv
CharacterStartingHistorySO,services:character,,1,1,0,,runtime,Assets/Scripts/Services/Character/Core/StartPartyPreparationService.cs,docs_final/content-db/code-consumers/characters-traits/character-starting-history.csv
CharacterStartingOriginSO,models:characters,,2,2,0,,runtime,Assets/Scripts/Models/Characters/CharacterStartingHistorySO.cs; Assets/Scripts/Models/Characters/CharacterStartingProfileDomain.cs,docs_final/content-db/code-consumers/characters-traits/character-starting-origin.csv
CharacterStartingOriginSO,services:character,,1,1,0,,runtime,Assets/Scripts/Services/Character/Core/StartPartyPreparationService.cs,docs_final/content-db/code-consumers/characters-traits/character-starting-origin.csv
CharacterTraitSO,services:character,architecture-system:08,16,16,0,,ai-decision; runtime,Assets/Scripts/Services/Character/AI/Idle/IdleBehavior.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/Core/CharacterPopulationService.cs; Assets/Scripts/Services/Character/Core/CharacterProgression.cs; Assets/Scripts/Services/Character/Core/CharacterProgressionProfileProjector.cs; Assets/Scripts/Services/Character/Core/CharacterTraitSelectionRules.cs; Assets/Scripts/Services/Character/Core/StartPartyPreparationService.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityDomainAdapters.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterIdentityRuntime.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterPersistentNeedClock.cs; Assets/Scripts/Services/Character/Identity/Runtime/CharacterRitualFastingRuntime.cs; Assets/Scripts/Services/Character/Identity/Runtime/ExtremeTraitRuntime.cs; Assets/Scripts/Services/Character/ReproductionApplicationAdapter.cs; Assets/Scripts/Services/Character/SO/CharacterModelData.cs; Assets/Scripts/Services/Character/SO/CharacterRuntimeProfileFactory.cs; Assets/Scripts/Services/Character/SO/CharacterSO.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,services:economy,,1,1,0,,runtime,Assets/Scripts/Services/Economy/CropHarvestReachableMaximumWitnessAuthority.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,services:effects,,2,2,0,,persistence; runtime,Assets/Scripts/Services/Effects/Runtime/CharacterDerivedStatsSnapshot.cs; Assets/Scripts/Services/Effects/Runtime/CharacterGameplayEffectProjector.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,services:infrastructure,,1,1,0,,runtime,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearRuntime.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,services:offense,,2,2,0,,runtime,Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseCombatAbilities.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,services:run,architecture-system:16,2,2,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
CharacterTraitSO,views,,2,2,0,,player-observation,Assets/Scripts/Views/Character/UI/StartPartyMemberDetailRenderer.cs; Assets/Scripts/Views/Character/UI/StartPartyPreparationPresentation.cs,docs_final/content-db/code-consumers/characters-traits/character-trait.csv
ClimateZoneDefinitionSO,services:infrastructure,architecture-system:10,2,1,1,climate:temperate-cave,runtime,Assets/Scripts/Services/Infrastructure/Environment/ClimateRuntime.cs,docs_final/content-db/code-consumers/events-campaign/climate-zone.csv
CombatArmorSO,services:combat,architecture-system:12,2,2,0,,persistence; runtime,Assets/Scripts/Services/Combat/CombatEquipmentLoadoutRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRestoreBuilder.cs,docs_final/content-db/code-consumers/combat-health-world/combat-armor.csv
CombatArmorSO,services:infrastructure,,1,1,0,,persistence,Assets/Scripts/Services/Infrastructure/Save/DungeonAggregateReferencePreflight.cs,docs_final/content-db/code-consumers/combat-health-world/combat-armor.csv
CombatArmorSO,services:offense,,1,1,0,,runtime,Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/combat-armor.csv
CombatShieldSO,services:combat,architecture-system:12,2,2,0,,persistence; runtime,Assets/Scripts/Services/Combat/CombatEquipmentLoadoutRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRestoreBuilder.cs,docs_final/content-db/code-consumers/combat-health-world/combat-shield.csv
CombatShieldSO,services:infrastructure,,1,1,0,,persistence,Assets/Scripts/Services/Infrastructure/Save/DungeonAggregateReferencePreflight.cs,docs_final/content-db/code-consumers/combat-health-world/combat-shield.csv
CombatShieldSO,services:offense,,1,1,0,,runtime,Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/combat-shield.csv
CombatWeaponSO,models:economy,,1,1,0,,content-loading,Assets/Scripts/Models/Economy/Content/CombatAmmunitionPolicy.cs,docs_final/content-db/code-consumers/combat-health-world/combat-weapon.csv
CombatWeaponSO,services:combat,architecture-system:12,4,4,0,,persistence; runtime,Assets/Scripts/Services/Combat/CombatEquipmentLoadoutRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRestoreBuilder.cs; Assets/Scripts/Services/Combat/CombatEquipmentRuntime.cs; Assets/Scripts/Services/Combat/CombatLoadoutPreparationRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/combat-weapon.csv
CombatWeaponSO,services:economy,,2,2,0,,content-loading; runtime,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs; Assets/Scripts/Services/Economy/V23BalanceWorkCalculator.cs,docs_final/content-db/code-consumers/combat-health-world/combat-weapon.csv
CombatWeaponSO,services:infrastructure,,1,1,0,,persistence,Assets/Scripts/Services/Infrastructure/Save/DungeonAggregateReferencePreflight.cs,docs_final/content-db/code-consumers/combat-health-world/combat-weapon.csv
CombatWeaponSO,services:offense,,1,1,0,,runtime,Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/combat-weapon.csv
CraftMaterialDefinitionSO,models:economy,,11,4,7,material:blacksteel-ingot; material:cloth; material:gold-ingot; material:iron-ingot; material:lumber; material:steel-ingot; material:stone-block,content-loading,Assets/Scripts/Models/Economy/Content/CombatEquipmentDefinitions.cs; Assets/Scripts/Models/Economy/Content/CombatWeaponSO.cs; Assets/Scripts/Models/Economy/Content/EmptyResourceEconomyContentCatalog.cs; Assets/Scripts/Models/Economy/Content/GrandProjectRuntime.cs; Assets/Scripts/Models/Economy/Content/ResourceEconomyModels.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,models:items,,1,0,1,material:lumber,content-loading,Assets/Scripts/Models/Items/Core/PhysicalItemRuntimeConsumerCatalog.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:character,,2,0,2,material:cloth; material:lumber,runtime,Assets/Scripts/Services/Character/Core/PreparedStartPartyGameplayApplier.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:combat,architecture-system:12,13,11,2,material:iron-ingot; material:lumber,content-loading; persistence; runtime,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationRuntimeDebugScenarios.cs; Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs; Assets/Scripts/Services/Combat/CombatCraftDefinitionCatalog.cs; Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentLoadoutRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRestoreBuilder.cs; Assets/Scripts/Services/Combat/CombatEquipmentRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRuntimeContracts.cs; Assets/Scripts/Services/Combat/CombatEquipmentStatProjector.cs; Assets/Scripts/Services/Combat/CombatRejectedRecoveryProjection.cs; Assets/Scripts/Services/Combat/EquipmentEvolutionRuntime.cs; Assets/Scripts/Services/Combat/EquipmentMaintenanceSaveValidation.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:defense,,1,0,1,material:iron-ingot,runtime,Assets/Scripts/Services/Defense/DefenseFacilityPhysicalTransactionOutbox.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:economy,,5,5,0,,content-loading; runtime,Assets/Scripts/Services/Economy/CombatCraftSpecialThroughputContributor.cs; Assets/Scripts/Services/Economy/ProductionConsumerDemandAdapters.cs; Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs; Assets/Scripts/Services/Economy/V23EmbeddedWorkValueCalculator.cs; Assets/Scripts/Services/Economy/V27EmbeddedWorkValueCalculator.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:infrastructure,,4,2,1,material:lumber,content-loading; persistence; runtime,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputRestoreCapabilityValidatorDebugScenarios.cs; Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs; Assets/Scripts/Services/Infrastructure/Industrial/IndustrialInfrastructureStressProbe.cs; Assets/Scripts/Services/Infrastructure/ResearchRewardCatalogAdapter.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:items,,7,0,2,material:lumber; resource:wool,runtime,Assets/Scripts/Services/Items/Diagnostics/ExactWarehouseHaulAdmissionJoinDebugScenarios.cs; Assets/Scripts/Services/Items/Diagnostics/PreparedOutputBufferAggregationGuardDebugScenarios.cs; Assets/Scripts/Services/Items/Diagnostics/PreparedOutputCustodyCarryBoundaryDebugScenarios.cs; Assets/Scripts/Services/Items/Diagnostics/PreparedOutputCustodyMutationGuardDebugScenarios.cs; Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs; Assets/Scripts/Services/Items/TextileBatchCompactionService.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,services:wildlife,,1,0,1,resource:wool,runtime,Assets/Scripts/Services/Wildlife/WildlifeModels.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CraftMaterialDefinitionSO,views,,1,1,0,,player-observation,Assets/Scripts/Views/Buildings/UI/EquipmentCraftingPanelPresenter.cs,docs_final/content-db/code-consumers/production-facilities/craft-material.csv
CropDefinitionSO,models:economy,,2,2,0,,content-loading,Assets/Scripts/Models/Economy/Content/EmptyResourceEconomyContentCatalog.cs; Assets/Scripts/Models/Economy/Content/ResourceEconomyModels.cs,docs_final/content-db/code-consumers/production-facilities/crop.csv
CropDefinitionSO,services:combat,,2,2,0,,runtime,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationRuntimeDebugScenarios.cs; Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs,docs_final/content-db/code-consumers/production-facilities/crop.csv
CropDefinitionSO,services:economy,architecture-system:11,15,13,2,crop:cave-mushroom; crop:twilight-grain,content-loading; runtime,Assets/Scripts/Services/Economy/CertifiedSeedFacilityOutputCapacityContributor.cs; Assets/Scripts/Services/Economy/CertifiedSeedRuntime.cs; Assets/Scripts/Services/Economy/CertifiedSeedSpecialThroughputContributor.cs; Assets/Scripts/Services/Economy/CropCycleInputRequirementAuthority.cs; Assets/Scripts/Services/Economy/CropEcologyRuntime.cs; Assets/Scripts/Services/Economy/CropHarvestOutputMaximumAuthority.cs; Assets/Scripts/Services/Economy/CropHarvestReachableMaximumWitnessAuthority.cs; Assets/Scripts/Services/Economy/CropHarvestSpecialThroughputContributor.cs; Assets/Scripts/Services/Economy/CropPlotRuntime.cs; Assets/Scripts/Services/Economy/Planning/ResourceEconomyForecastService.cs; Assets/Scripts/Services/Economy/ProductionOutputClearanceExecutableDescriptorRegistry.cs; Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs; Assets/Scripts/Services/Economy/V27EmbeddedWorkValueCalculator.cs,docs_final/content-db/code-consumers/production-facilities/crop.csv
CropDefinitionSO,services:infrastructure,,3,3,0,,content-loading; persistence,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputRestoreCapabilityValidatorDebugScenarios.cs; Assets/Scripts/Services/Infrastructure/ResearchRewardCatalogAdapter.cs; Assets/Scripts/Services/Infrastructure/Save/DungeonAggregateReferencePreflight.cs,docs_final/content-db/code-consumers/production-facilities/crop.csv
CropDefinitionSO,views,,1,1,0,,player-observation,Assets/Scripts/Views/Buildings/UI/CropPlotBuildingPanelPresenter.cs,docs_final/content-db/code-consumers/production-facilities/crop.csv
CropGenomeDefinitionSO,models:economy,,1,1,0,,content-loading,Assets/Scripts/Models/Economy/Content/CropDefinitionSO.cs,docs_final/content-db/code-consumers/production-facilities/crop-genome.csv
CropGenomeDefinitionSO,services:economy,architecture-system:11,2,2,0,,runtime,Assets/Scripts/Services/Economy/CropEcologyRuntime.cs; Assets/Scripts/Services/Economy/CropHarvestReachableMaximumWitnessAuthority.cs,docs_final/content-db/code-consumers/production-facilities/crop-genome.csv
CulturalPracticeDefinitionSO,services:character,,3,3,0,,content-loading; runtime,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs,docs_final/content-db/code-consumers/events-campaign/cultural-practice.csv
CulturalPracticeDefinitionSO,services:run,architecture-system:16,2,2,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/events-campaign/cultural-practice.csv
DiseaseDefinitionSO,services:character,,4,1,3,disease:blood-wasting; disease:gut-rot; disease:slime-blight,runtime,Assets/Scripts/Services/Character/PopulationHealthRuntime.cs; Assets/Scripts/Services/Character/SpeciesRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/disease.csv
DiseaseDefinitionSO,services:infrastructure,,1,0,1,disease:mana-pox,runtime,Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,docs_final/content-db/code-consumers/combat-health-world/disease.csv
DiseaseDefinitionSO,services:run,architecture-system:16,1,1,0,,runtime,Assets/Scripts/Services/Run/V20CampaignRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/disease.csv
DiseaseDefinitionSO,views,,1,0,1,condition:core-corrosion,player-observation,Assets/Scripts/Views/UI/CharacterSummaryPopulationPresenter.cs,docs_final/content-db/code-consumers/combat-health-world/disease.csv
DungeonFactionDefinitionSO,models:factions,,6,0,6,faction:dungeon:beastkin; faction:dungeon:demon; faction:dungeon:golem; faction:dungeon:harpy; faction:dungeon:kobold; faction:dungeon:myconid,runtime,Assets/Scripts/Models/Factions/Core/FactionModels.cs,docs_final/content-db/code-consumers/events-campaign/dungeon-faction.csv
DungeonFactionDefinitionSO,services:factions,,1,1,0,,runtime,Assets/Scripts/Services/Factions/FactionApplicationDependencies.cs,docs_final/content-db/code-consumers/events-campaign/dungeon-faction.csv
EndingDefinitionSO,services:run,architecture-system:16,19,1,9,ending:arcane-ascension; ending:dungeon-sovereignty; ending:eternal-lineage; ending:monster-accord; ending:sealed-paradise; ending:steel-apotheosis; ending:surface-hegemony; ending:timeless-sanctuary; ending:truth-revealed,runtime,Assets/Scripts/Services/Run/MilestonePressureApplicationAdapter.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,docs_final/content-db/code-consumers/events-campaign/ending.csv
EnemyAbilityDefinitionSO,services:offense,,2,2,0,,runtime,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/enemy-ability.csv
EnemyArchetypeDefinitionSO,services:invasion,architecture-system:13,1,1,0,,runtime,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/enemy-archetype.csv
EnemyArchetypeDefinitionSO,services:offense,architecture-system:14,4,4,0,,runtime,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/EnemyTacticalDecisionService.cs; Assets/Scripts/Services/Offense/OffenseReturnArrivalRuntime.cs,docs_final/content-db/code-consumers/combat-health-world/enemy-archetype.csv
EnvironmentalWorkwearSO,services:economy,,1,1,0,,content-loading,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs,docs_final/content-db/code-consumers/production-facilities/environmental-workwear.csv
EnvironmentalWorkwearSO,services:infrastructure,,2,2,0,,content-loading; runtime,Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearRuntime.cs; Assets/Scripts/Services/Infrastructure/ResearchRewardCatalogAdapter.cs,docs_final/content-db/code-consumers/production-facilities/environmental-workwear.csv
EnvironmentalWorkwearSO,services:items,architecture-system:05,2,1,1,workwear:hauling-harness,runtime,Assets/Scripts/Services/Items/CharacterCarryInventory.cs,docs_final/content-db/code-consumers/production-facilities/environmental-workwear.csv
EquipmentModuleDefinitionSO,models:combat,,1,1,0,,runtime,Assets/Scripts/Models/Combat/Core/EmptyCombatEquipmentCapabilities.cs,docs_final/content-db/code-consumers/production-facilities/equipment-module.csv
EquipmentModuleDefinitionSO,services:combat,architecture-system:12,6,6,0,,content-loading; runtime,Assets/Scripts/Services/Combat/CombatEquipmentRuntime.cs; Assets/Scripts/Services/Combat/CombatEquipmentRuntimeContracts.cs; Assets/Scripts/Services/Combat/CombatEquipmentStatProjector.cs; Assets/Scripts/Services/Combat/EquipmentExpeditionRewardService.cs; Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs; Assets/Scripts/Services/Combat/ResourceEquipmentModuleCatalog.cs,docs_final/content-db/code-consumers/production-facilities/equipment-module.csv
EquipmentModuleDefinitionSO,services:effects,,1,1,0,,persistence,Assets/Scripts/Services/Effects/Runtime/CharacterDerivedStatsSnapshot.cs,docs_final/content-db/code-consumers/production-facilities/equipment-module.csv
EquipmentModuleDefinitionSO,views,,1,1,0,,player-observation,Assets/Scripts/Views/Buildings/UI/EquipmentProgressionCommandPanel.cs,docs_final/content-db/code-consumers/production-facilities/equipment-module.csv
FacilityBlueprintSO,models:facilityshop,,1,1,0,,runtime,Assets/Scripts/Models/FacilityShop/Core/BlueprintUnlock.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,models:research,,1,1,0,,runtime,Assets/Scripts/Models/Research/Core/ResearchProjectSO.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,services:debugging,,1,1,0,,runtime,Assets/Scripts/Services/Debugging/DungeonDebugCommandProviders.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,services:facilityshop,,1,1,0,,runtime,Assets/Scripts/Services/FacilityShop/FacilityShopSystem.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,services:infrastructure,architecture-system:15,8,8,0,,content-loading; persistence; runtime,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchProjectCoordinator.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs; Assets/Scripts/Services/Infrastructure/BlueprintResearchSaveSection.cs; Assets/Scripts/Services/Infrastructure/FacilityShopRuntimeProvider.cs; Assets/Scripts/Services/Infrastructure/ResearchBlueprintArchiveAdapter.cs; Assets/Scripts/Services/Infrastructure/RunVariableCatalogServices.cs; Assets/Scripts/Services/Infrastructure/RunVariableRuntimeProvider.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,services:offense,,5,5,0,,runtime,Assets/Scripts/Services/Offense/OffenseRewardContextResolver.cs; Assets/Scripts/Services/Offense/OffenseRewardModel.cs; Assets/Scripts/Services/Offense/OffenseRewardSystem.cs; Assets/Scripts/Services/Offense/OffenseRuntimeServices.cs; Assets/Scripts/Services/Offense/OffenseWorldMapModel.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityBlueprintSO,services:run,,3,3,0,,runtime,Assets/Scripts/Services/Run/RunStartVariableSelector.cs; Assets/Scripts/Services/Run/RunVariableEffects.cs; Assets/Scripts/Services/Run/RunVariableSystem.cs,docs_final/content-db/code-consumers/production-facilities/facility-blueprint.csv
FacilityEvolutionRecipeSO,services:facilityevolution,architecture-system:19,7,7,0,,runtime,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionIdentity.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionLlmProposalProvider.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionMutations.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionPendingMaterialProjection.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs; Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionStateComponent.cs,docs_final/content-db/code-consumers/production-facilities/facility-evolution-recipe.csv
FacilityEvolutionRecipeSO,services:infrastructure,,1,1,0,,content-loading,Assets/Scripts/Services/Infrastructure/FacilityRecipeCatalogServices.cs,docs_final/content-db/code-consumers/production-facilities/facility-evolution-recipe.csv
FacilityEvolutionRecipeSO,views,architecture-system:19,1,1,0,,player-observation,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,docs_final/content-db/code-consumers/production-facilities/facility-evolution-recipe.csv
FacilityEvolutionRecordTokenDefinitionSO,models:evolution,,9,0,9,CleanServiceStreak; FrequentBrawls; GuardRallyPoint; HighMeatConsumption; HighTurnoverService; IntruderBloodied; MercenaryHangout; NoblePatronage; OutlawRumor,runtime,Assets/Scripts/Models/Evolution/Facility/FacilityEvolutionTerms.cs,docs_final/content-db/code-consumers/production-facilities/facility-evolution-record-token.csv
FacilityEvolutionRecordTokenDefinitionSO,services:infrastructure,,1,1,0,,content-loading,Assets/Scripts/Services/Infrastructure/FacilityRecipeCatalogServices.cs,docs_final/content-db/code-consumers/production-facilities/facility-evolution-record-token.csv
FacilitySynthesisRecipeSO,services:codex,,1,1,0,,runtime,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs,docs_final/content-db/code-consumers/production-facilities/facility-synthesis-recipe.csv
FacilitySynthesisRecipeSO,services:infrastructure,,1,1,0,,content-loading,Assets/Scripts/Services/Infrastructure/FacilityRecipeCatalogServices.cs,docs_final/content-db/code-consumers/production-facilities/facility-synthesis-recipe.csv
FacilitySynthesisRecipeSO,services:synthesis,architecture-system:19,2,2,0,,runtime,Assets/Scripts/Services/Synthesis/FacilitySynthesisRuntime.cs; Assets/Scripts/Services/Synthesis/FacilitySynthesisSystem.cs,docs_final/content-db/code-consumers/production-facilities/facility-synthesis-recipe.csv
FacilitySynthesisRecipeSO,views,architecture-system:19,2,2,0,,player-observation,Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs; Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,docs_final/content-db/code-consumers/production-facilities/facility-synthesis-recipe.csv
FactionArcDefinitionSO,services:run,architecture-system:16,1,1,0,,runtime,Assets/Scripts/Services/Run/V20CampaignRuntime.cs,docs_final/content-db/code-consumers/events-campaign/faction-arc.csv
FactionChapterDefinitionSO,services:run,architecture-system:16,3,3,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/events-campaign/faction-chapter.csv
FactionContractDefinitionSO,services:economy,,1,1,0,,content-loading,Assets/Scripts/Services/Economy/ResourceEconomyContentCatalog.cs,docs_final/content-db/code-consumers/events-campaign/faction-contract.csv
FactionContractDefinitionSO,services:run,architecture-system:16,2,2,0,,runtime,Assets/Scripts/Services/Run/V20CampaignRuntime.cs; Assets/Scripts/Services/Run/V20ContentResolutionService.cs,docs_final/content-db/code-consumers/events-campaign/faction-contract.csv
FestivalDefinitionSO,services:character,,2,2,0,,content-loading; runtime,Assets/Scripts/Services/Character/FestivalDefinitionCatalog.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,docs_final/content-db/code-consumers/characters-traits/festival.csv
FestivalDefinitionSO,services:run,,1,1,0,,runtime,Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs,docs_final/content-db/code-consumers/characters-traits/festival.csv
FuneralCultureSO,models:species,,1,1,0,,runtime,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs,docs_final/content-db/code-consumers/characters-traits/funeral-culture.csv
FuneralCultureSO,services:character,,1,1,0,,runtime,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,docs_final/content-db/code-consumers/characters-traits/funeral-culture.csv
GameplayEffectConditionDefinitionSO,models:buildings,,2,0,2,work:clean; work:research,runtime,Assets/Scripts/Models/Buildings/Core/CoreBuildingAbilityHandlers.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
GameplayEffectConditionDefinitionSO,models:work,architecture-system:04,2,0,2,work:clean; work:research,runtime,Assets/Scripts/Models/Work/WorkTypeId.cs,docs_final/content-db/code-consumers/research-effects/gameplay-effect-condition.csv
