"stable_id","display_name","source_declared_function","selection_and_effect_evidence","portfolio_commitment","family_alternative_candidates","activation_and_conflict_receipt","pressure_and_recovery","status"
"trait:107","깔끔함","개체 차이의 내용은 '청소와 유지보수에 강하고 오염 사고에 덜 흔들린다'이다. 효과 2개, 정체성 규칙 3개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 hygiene; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 [{""rid"":7737211921986486485},{""rid"":7737211921986486486},{""rid"":7737211921986486487}]; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:245","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:402","제작 소질","개체 차이의 내용은 '제작 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:crafting; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:502","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:403","조리 소질","개체 차이의 내용은 '식량 생산 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:food; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:503","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:404","학술 소질","개체 차이의 내용은 '학술 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:scholarship; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:504","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:405","의료 소질","개체 차이의 내용은 '의료 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:medicine; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:505","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:406","사교 소질","개체 차이의 내용은 '사교 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:social; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:506","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:407","근접 소질","개체 차이의 내용은 '근접 전투 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:melee; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:507","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:408","사격 소질","개체 차이의 내용은 '원거리 전투 숙련의 출발이 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 aptitude:ranged; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:508","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:409","부지런함","개체 차이의 내용은 '대부분의 일을 조금 더 빠르게 끝낸다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:work; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:509","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:410","민첩함","개체 차이의 내용은 '이동이 조금 빠르다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:move; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:510","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:411","신중함","개체 차이의 내용은 '작업 사고를 덜 낸다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:safety; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:511","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:412","인내심","개체 차이의 내용은 '대기와 지연을 더 오래 견딘다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:patience; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:512","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:413","소식가","개체 차이의 내용은 '식량 소비가 적다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:consumption; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:513","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:414","집중력","개체 차이의 내용은 '연구를 조금 더 빠르게 진행한다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:research; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:514","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:415","강심장","개체 차이의 내용은 '전투에서 조금 더 강하다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:combat; 희귀도 Uncommon (비일반); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:515","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:416","빠른 습득","개체 차이의 내용은 '승인된 작업 경험을 더 빨리 얻는다'이다. 효과 1개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:learning; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","trait:516","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"
"trait:417","기후 적응","개체 차이의 내용은 '냉기와 열기 노출이 덜 쌓인다'이다. 효과 2개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 0개로 반영한다.","선택 가족 simple:climate; 희귀도 Rare (희귀); 대상 종족 []; 비양립 []; 행동 []; 전투 {""abilities"":[]}; 환경 {""coldExposureMultiplier"":1,""comfortMaximumOffset"":0,""comfortMinimumOffset"":0,""heatExposureMultiplier"":1,""safeMaximumOffset"":0,""safeMinimumOffset"":0}; 사건 []; 정체성 []; 수정치 {""dislikedFacilityRoles"":0,""dislikedWorkTypes"":0,""preferredFacilityRoles"":0,""preferredWorkTypes"":0}; 기분 []; 능력치 ; 경험 1","이점이 강화하는 작업·전투·환경·관계 경로를 인물에게 맡기고, 같은 선택 가족의 상충 특성·다른 인력 배치·보완 자원을 뒤로 미룬다.","같은 선택 가족의 대체 특성 없음","종족 적합성·선택 가족·비양립 규칙을 통과해 특성을 부여 → 강화/약화되는 행동·작업·전투·환경·사건의 실제 결과를 기록 → 동일 가족의 상충 특성을 중복 부여하지 않는다.","강점과 무관한 역할에 오래 배치하면 선택 가치가 사라진다. 가족 대안·다른 인력·시설 보완으로 역할을 다시 분배한다.","전수 설계; 선택·비양립·효과·사건·저장·수치 실행 검증 OPEN"

