schemaVersion,definitionId,workstationTag,winnerSourceKind,winnerSourceCapabilityId,winnerProducerId,winnerBranchId,maximumSingleCompletionMassGrams,measurementCapabilityId,outputCapabilityIds,contextSourceDigest,planSourceDigest,scopeSourceDigest
v27-production-output-clearance-measurement-plan@1,building:8844,workstation:v3:precision-fitting,1,production-output-clearance-source:recipe,recipe:component:rune-tuning-shield,branch:normal,2550,production-output-clearance-measurement:recipe,production-output:standard-definition,569650de300980ffe4cc793dadbee7e6a01547a8c40bbd2e8e0cb1047c7d0ecb,2c3b9ecad5c933d2963d80649866d70cd1dc14608e3005cc3625beaeff349756,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8845,workstation:v3:growth-frame,1,production-output-clearance-source:recipe,recipe:component:growth-frame,branch:normal,3050,production-output-clearance-measurement:recipe,production-output:standard-definition,abefce9cfddcd2a505f49bd4e1380824b834317b39a07421aab415b4ca213686,d9519f9e1f143dfea123262ecafeaceacee93f98932a15a7c12dc92abe833b10,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8846,workstation:v3:metrology,1,production-output-clearance-source:recipe,recipe:component:precision-optics,branch:normal,2350,production-output-clearance-measurement:recipe,production-output:standard-definition,e05d50c1a975f19d39de1e86796cf8baf14c3a445250f9a1eeb0beb43b55c9c9,98db3d6a22af249f20d4818516f9af3bd636388f6d30807bd87abd38a0039601,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8847,workstation:v3:construct-core-engineering,1,production-output-clearance-source:recipe,recipe:component:golem-core-case,branch:normal,2550,production-output-clearance-measurement:recipe,production-output:standard-definition,355953d70695d5fbaed58b2f1d0e9ce7f245cbcd1276cdf5fb882528d4dee477,c6ecc7946adc58e877924ab409b0e37ba3ee03f5b1577cd8cd9b587795a7d9e9,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8848,workstation:v3:dining-operations,1,production-output-clearance-source:recipe,recipe:tool:banquet-cart,branch:normal,3150,production-output-clearance-measurement:recipe,production-output:standard-definition,96b4ed0223485ad5217f777b0db05d1491d11ae55fc1d7afc5d400bb570c3666,ebff754c2d6c92b69564753d7f08e82d363050121021e215c414b54b6f27482e,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8849,workstation:v19:seasonal-calendar,1,production-output-clearance-source:recipe,recipe:book:seasonal-almanac,branch:normal,2200,production-output-clearance-measurement:recipe,production-output:standard-definition,b38a087eb0b26799dd128688f6da06109512bb2af61a228ff1b24d8ec2eec931,0fdf7a79f8a1200c2e0d281628e4750c9ed8cdabb0b3203097b4dfc3243a06ca,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8851,workstation:v19:weather-observation,1,production-output-clearance-source:recipe,recipe:tool:weather-observation-kit,branch:normal,2350,production-output-clearance-measurement:recipe,production-output:standard-definition,daf02eb76d7514ab116c75e2b217f0ae96c883a485f8637d0d557961cde25253,346778284d205c28ed8da96bdd757b32b61281be021c0d7451e5996d65bd1b34,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8853,workstation:v19:seasonal-storage,1,production-output-clearance-source:recipe,recipe:component:sealed-seasonal-container,branch:normal,1800,production-output-clearance-measurement:recipe,production-output:standard-definition,b34597a0445ff2951abf891bede16848ad713bff898abff6daaec1eef2234be8,4facd1de5145263c3a844278fff57ec2e4a1f5da51d387739dbac1b7a156d239,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8854,workstation:v19:greenhouse,2,production-facility-output-capacity:crop-harvest,production-facility-output-capacity:crop-harvest,crop-harvest:crop:ember-root:witness:natural:beastkin:golden-master,15200,production-output-clearance-measurement:crop-harvest,production-output:crop-harvest-seed-lot|production-output:standard-definition,f6a00d986c5d0755c3f1ba1e713a86902b19d95361afde433ac511f358b8a5e1,69ef3603c45cfef4c41405e788987cd3f1b6e24bab281784c4fd5bbc402acf35,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8859,workstation:v19:obstetrics,1,production-output-clearance-source:recipe,recipe:medical:fertility-treatment,branch:normal,1400,production-output-clearance-measurement:recipe,production-output:standard-definition,560eba4b87d6f09e3ec9e67d1dc528eed4316632fcf3255e4f0804cc4930b14f,2cd384ba799634384e9a50c7380e089eb4ce6bab0740a472e51dfdfc73410889,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8867,workstation:v19:regenerative-culture,1,production-output-clearance-source:recipe,recipe:material:sterile-composite,branch:normal,2400,production-output-clearance-measurement:recipe,production-output:standard-definition,20adf9e973ba75974e94b10c9ff20dc5bcacb08d38e4ab6822383def987cc80a,71013be567a6bafbfbcc5bae3624a6ccdf456fd25401ab9813363a35394a9d6f,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8868,workstation:v19:organ-regeneration,1,production-output-clearance-source:recipe,recipe:medical:organ-regeneration-scaffold,branch:normal,2600,production-output-clearance-measurement:recipe,production-output:standard-definition,4d5a4a8ea84932c6fe7e84214d163470330c02a5db81651f00f6a9b98f6ed305,f8afca73d5908fe56747bac5c9765f829d2eee3c4a680aa4c8d366883939c7d7,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8869,workstation:v19:blood-rejuvenation,1,production-output-clearance-source:recipe,recipe:medical:rejuvenation-serum,branch:normal,2000,production-output-clearance-measurement:recipe,production-output:standard-definition,38093630994cb25416aff45f18ebc55e216842ed8f634c84615e936c22c72f70,6ef5dfa0128014ea23ee13e993220b96bb4f3f3218fc1f9f054421e28fdd1a6c,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8870,workstation:v19:rune-hibernation,1,production-output-clearance-source:recipe,recipe:medical:rune-hibernation-catalyst,branch:normal,550,production-output-clearance-measurement:recipe,production-output:standard-definition,eb9aad76fc410f890329ffc0c0d87001a4e0070f39a65cd69122aa09f83c15eb,4af0c4417dad6c6f1ef720d42c60e4d056aaaede104d68c712470b4aefd0f7e9,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8871,workstation:v19:whole-body-regeneration,1,production-output-clearance-source:recipe,recipe:medical:whole-body-regeneration-medium,branch:normal,14500,production-output-clearance-measurement:recipe,production-output:standard-definition,204ac4c1478930b998f3f86bec82779ee807b26a29b78993b365b5e26b23d8f3,f22ba8d399d950e182918d26e685f8fdfc0358765dbb1b7e80ca0f2d37baeb7b,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8872,workstation:v19:temporal-stasis,1,production-output-clearance-source:recipe,recipe:component:temporal-stasis-seal,branch:normal,2650,production-output-clearance-measurement:recipe,production-output:standard-definition,a0ac4e7bd52aac8c13884f5cf41f261efc9111b945f78ccca04c4a8f5d7e1125,dfafc55620e6fde87a7439b351158ab9dc4ceb4aa32ffc12cd4d4408b517b465,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8874,workstation:v19:isolation,1,production-output-clearance-source:recipe,recipe:medical:isolation-care-kit,branch:normal,700,production-output-clearance-measurement:recipe,production-output:standard-definition,0275be8294c46cb0e30d7419f53480906728d6dc59dc13f0c3ed2d8ebe9c74bf,aa2180774d22e223c4465ebbd0810c3a82809e1956629eb698abce56ed3cc330,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8876,workstation:v19:vaccine,1,production-output-clearance-source:recipe,recipe:medicine:vaccine:mana-pox,branch:normal,3000,production-output-clearance-measurement:recipe,production-output:standard-definition,4603815cd4286435e327a3c4a59f1db49cded1c18b580205ab6dc7deff33620f,6b7537e14404230d00cc0413807bd165fed9779bf0d2bda6ceab6f0108e308f1,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8879,workstation:v19:trait-analysis,1,production-output-clearance-source:recipe,recipe:medical:trait-analysis-kit,branch:normal,1950,production-output-clearance-measurement:recipe,production-output:standard-definition,4ac2987c24d49251a0ebe3b45ebfaca146489489de221b6b79d4cd83c399aab4,ea65f660c6a11b22d54cde7f28034e2a27b809481cb1d2ed946c2d1d8eeece4f,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8881,workstation:v19:cross-lineage,1,production-output-clearance-source:recipe,recipe:medical:cross-lineage-medium,branch:normal,3400,production-output-clearance-measurement:recipe,production-output:standard-definition,0382fdc4e5dd8aa5fb5ce20e56ea301a04232c0fb3220ee97267234eff0a3aa6,abded15cce51a3830cf9337258027c29bf3e492706a272cc3d6727e0d59367eb,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8882,workstation:v19:room-assignment,1,production-output-clearance-source:recipe,recipe:component:room-partition-kit,branch:normal,1950,production-output-clearance-measurement:recipe,production-output:standard-definition,c2f0b31db0edb03063d57fbdc98115157978265d92d800bcf4a56de63b3427fa,308c1a7479bc611a6a526e4b456a6e16d55853e0f1251244e4db2e293c132df0,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8885,workstation:v19:counseling,1,production-output-clearance-source:recipe,recipe:medical:trauma-care-kit,branch:normal,2200,production-output-clearance-measurement:recipe,production-output:standard-definition,b6abdebdc40bf750b3aeecdcfb975b5fb0c8b0617dbe8583dd15566ba6f72b9c,95b49baa61863ffcf05d49a1f752a199ccdc903309176ba01a222d270b4bad0a,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8887,workstation:v19:memorial,1,production-output-clearance-source:recipe,recipe:supply:funeral-preparation-kit,branch:normal,1200,production-output-clearance-measurement:recipe,production-output:standard-definition,b98a634e43051b1b93230b6e374e644a06d4d38bc6a6921ed57840574953735b,64395e22ab5244f828ed733297df2d53b78b4d8683d87e47f40b63c4add25cac,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8891,workstation:v19:pest-control,1,production-output-clearance-source:recipe,recipe:supply:botanical-pesticide,branch:normal,2300,production-output-clearance-measurement:recipe,production-output:standard-definition,0ed3c510bea007ae6b8f0cf90bc8273c999331714874e231703baffab843a4e4,4db614e0b46ad9b2be701baec91923637a83797db74e1618717c592d68d2321d,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8892,workstation:v19:crop-pathology,1,production-output-clearance-source:recipe,recipe:supply:fungicide,branch:normal,2300,production-output-clearance-measurement:recipe,production-output:standard-definition,26a53d5f514b0b73fb14f555a470bfee5086e22d50291f0c86bb55e2b9af78c2,b36fe8a2d4ccb1c78eccbd0acb5752c56320c51a821dc29eb10e4b72165e16eb,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8893,workstation:v19:cultivar-breeding,2,production-facility-output-capacity:certified-seed,production-facility-output-capacity:certified-seed,certified-seed:crop:bloodleaf,50,production-output-clearance-measurement:certified-seed,production-output:certified-seed,79df62c00a324c7f0b4f390168fa2b99dc8abde0519eb2f382ed717476052ee2,d88d8817074e08af615943dcbcdd11341e46152251a400983050d6220d51a525,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8894,workstation:v19:career-records,1,production-output-clearance-source:recipe,recipe:record:career-ledger,branch:normal,1100,production-output-clearance-measurement:recipe,production-output:standard-definition,7fc198a63560f1e768c66f516c80890acbd682787d66f96236de9c12a58e592c,b7347c7189a6a74908d201c72e2b0ffe5a8fc6fe53d0d6ed197e4276a808c645,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8900,workstation:v21:ballistics-range,1,production-output-clearance-source:recipe,recipe:material:barrel-steel,branch:normal,4300,production-output-clearance-measurement:recipe,production-output:standard-definition,11ee18f6dea705ed3fad3ec8074a47722af186343d52e9b5295bc215d499c6dd,0b0203284be78edfa66992759060216e790893c604c8e35676743a0e19db74b8,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:8901,workstation:v21:blacksteel-annex,1,production-output-clearance-source:recipe,recipe:ammo:blacksteel-bolt,branch:normal,900,production-output-clearance-measurement:recipe,production-output:combat-ammunition-craft,49c1a24f19a5b17d8755fa68c7fc784eacf242e5df0ae48ee5eeb03366be5f08,1830a6c88028ab0be3d7d01a4006e10d6e8b7d7e60bb50def5906da8a16f0e49,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:9301,workstation:v22:tailoring,2,production-facility-output-capacity:apparel,production-facility-output-capacity:apparel,apparel-craft:apparel:waterproof-work-suit,1380,production-output-clearance-measurement:apparel,production-output:apparel-work-order,9820e6fcca8a2dbd4748143a6a67609c55b6e6a125f1c6952cc5f937bd32fcc3,11009dafcc2b3993fcde2bf319af409df32430d87d24cb783a21b142b0ce1836,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:9311,workstation:v22:manual-spinning,1,production-output-clearance-source:recipe,recipe:v22:sewing-thread,branch:normal,300,production-output-clearance-measurement:recipe,production-output:standard-definition,03a7ccd76612d96f7ddf7544c137b7ea1b3b15f670bf849549fbe4d50d4ac0c4,a71d5ad306d4d5f0621b6eb2ec0b7ab55d80ba609021e1442ea095b490b921dc,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:9313,workstation:v22:powered-spinning,1,production-output-clearance-source:recipe,recipe:v22:spin-powered:cave-silk,branch:normal,160,production-output-clearance-measurement:recipe,production-output:standard-definition,6fb63ae058fe48028a70c6985645e936055b5cede6ecdecab932a182a937422b,daa7fccb05089bc1dbb13a0eac12c94088a58ad16cc2ef2e99e869364454e5be,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:9314,workstation:v22:powered-weaving,1,production-output-clearance-source:recipe,recipe:v22:weave:mire-canvas,branch:normal,540,production-output-clearance-measurement:recipe,production-output:standard-definition,52a63fc2863d7853938e04f49ec3c217d9f2b1fa6a540bd0271eb57be388f98e,37d48b6121c754770e96bc00369792fcb82d4ca857eadb0ffad839d5c934b1df,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
v27-production-output-clearance-measurement-plan@1,building:9506,m06,1,production-output-clearance-source:recipe,recipe:surgery:artificial-eye,branch:normal,1800,production-output-clearance-measurement:recipe,production-output:surgical-part,cff7b512fb09b69ac7282b98af68d8533047af6395e419f8f1d86cb17af73ffb,26dbc66e3ce129ddf03a71967141e090196f9346bbca02461b5e0967e1c401cd,35d769ecbaafecf9fc44a852c9bc451703a44f10e77513c75fc0dfbbd3f4d05c
