schemaVersion,itemId,currentUnitMassGrams,maxStack,stockCategory,candidateUnitSemanticKind,candidateRule,candidateConfidence,assignmentStatus,reviewReason
v27.mass.semantic-candidate.1,equipment-item:armor:powder-cuirass,8200,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:powered-harness,18000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:rune-ward-mail,9000,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:scale-coat,8200,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:armor:smoke-hood,1100,1,Weapon,ArmorPiece,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:blacksteel,11000,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:buckler,1800,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:iron,6000,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:mana-buckler,2200,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:pavise,12000,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:powered,13000,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:rune,6500,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:tower,10000,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:shield:wood,3500,1,Weapon,Shield,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:arquebus,5600,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:blacksteel-poleaxe,6800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:composite-bow,1800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:crossbow,3800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:dagger,700,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:estoc,2200,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:falchion,1700,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:greatsword,4600,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:halberd,4200,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:handgonne,4800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:heavy-matchlock,8400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:javelin,2000,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:longbow,2100,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:longsword,1800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:mace,2800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:mana-lance,4900,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:matchlock-long-gun,6400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:matchlock-pistol,2600,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:pollaxe,4800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:powered-striking-gauntlet,7200,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:repeating-crossbow,4400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:rune-blade,2200,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:rune-bow,2400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:shortbow,1400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:shotgun,6100,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:siege-arbalest,8500,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:sniper-arquebus,6800,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:spear,2400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:throwing-axe,1400,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:warhammer,3100,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment-item:weapon:windlass-crossbow,5200,1,Weapon,Weapon,equipment-feature+stable-subtype,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,equipment:cold-work-suit,900,1,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,equipment:rune-cold-suit,800,1,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,equipment:slime-warming-pad,300,1,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,feed:dog-food,550,75,Food,ProduceBundle,feed-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,feed:hay,196,75,Food,ProduceBundle,feed-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,feed:silage,230,50,Food,ProduceBundle,feed-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:cave-silk,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:deep-goat-wool,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:ember-cotton,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:frost-flax,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:frost-wool,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:mire-reed,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,fiber:spore-hemp,80,200,General,TextileRollOrSheet,textile-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:boar-stew,850,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:cheese-mushroom,450,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:egg-pancake,650,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:expedition-ration-pack,750,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:fermented-pickle,450,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:fresh-curd,225,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:garden-meal,750,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:grain-porridge,600,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:grape-syrup,175,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:jerky,450,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:lavish-meat,1000,30,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:lavish-vegan,900,30,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:malt-porridge,550,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:meat-pie,575,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:mushroom-soup,650,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:night-spirit,450,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:preserved-ration,500,60,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:preserved-vegetable,550,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:roasted-meat,750,40,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:root-stew,700,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:salted-meat-stew,800,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:stuffed-mushroom,575,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:twilight-beer,475,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,food:vegetable-pie,475,50,Food,MealPortion,food-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,husbandry:bedding,500,60,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:alchemical-solvent,300,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:alcohol,500,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:barrel-steel,2150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:black-powder,2200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:blacksteel-ingot,1000,25,General,MetalIngot,ingot-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:bowstring,80,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:brined-vegetable,500,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:cartridge-paper,900,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:cave-silk,110,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:chain-mesh,2100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:charcoal,450,75,Fuel,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:cheese,400,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:cloth,200,75,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:common-wool,240,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:compost,700,75,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:curd,450,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:deep-goat-wool,260,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:dough,500,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:dreamweave,120,40,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:ember-cotton,176,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:fermented-liquor,500,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:flour,300,75,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:frost-linen,164,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:frost-wool,256,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:gold-ingot,1350,30,General,MetalIngot,ingot-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:granulated-powder,850,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:grape-juice,375,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:hardened-leather,950,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:iron-ingot,900,50,General,MetalIngot,ingot-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:laminated-lumber,1600,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:lead-ingot,2150,50,General,MetalIngot,ingot-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:lead-shot,2100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:leather,450,60,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:low-fuel,800,75,Fuel,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:lumber,1200,50,General,ProcessedLumberBundle,exact-lumber-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:malt,350,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:mana-alloy,2400,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:mending-scrap,50,200,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:mire-canvas,270,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:niter,2150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:paper,900,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:plate-blank,2100,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:ration-mixture,550,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:rope,900,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:rot-toxin,200,40,Biological,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:rune-leather,400,40,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:salted-meat,650,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:seasoned-filling,650,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:sewing-thread,50,200,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:spore-hemp,210,100,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:spring-steel,2150,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:starch,250,75,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:steel-ingot,850,50,General,MetalIngot,ingot-stable-id,high,candidate-only,Exact feature/category/stable-ID evidence; explicit assignment still required.
v27.mass.semantic-candidate.1,material:sterile-composite,1200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:stone-block,1300,60,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:syrup,350,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:tallow,350,60,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:treated-lumber,1150,40,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:washed-vegetable,450,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,material:young-wine,350,50,Food,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,medical:cross-lineage-medium,550,50,Medicine,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,medical:fertility-treatment,350,50,Medicine,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,medical:isolation-care-kit,500,50,Medicine,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
v27.mass.semantic-candidate.1,medical:mana-core-case,1200,50,General,OtherExplicitPhysicalUnit,manual-unit-meaning-required,manual-review,candidate-only,"No safe unit meaning can be inferred without reviewing producer, consumer, and BOM."
